,date,weather,type,AM peak_hour,AM north_bikes_vol,AM north_peds_vol,AM north_veh_vol,PM peak_hour,PM north_bikes_vol,PM north_peds_vol,PM north_veh_vol,INTERSECTION,Sub_URL
1496,2002-05-29,CLOUDY,Signalized,07:55 - 08:55,12,53,840,16:25 - 17:25,0,83,1122,MAIN ST AND E 49TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0190790.htm
1497,1998-10-13,RAIN,Signalized,07:55 - 08:55,3,50,884,16:25 - 17:25,4,129,1136,MAIN ST AND E 49TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0190790.htm
1498,1997-08-06,n/a,Signalized,07:50 - 08:50,3,47,726,16:25 - 17:25,9,83,1053,MAIN ST AND E 49TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0190790.htm
1499,1995-09-01,CLEAR,Signalized,07:55 - 08:55,3,24,548,16:10 - 17:10,5,105,918,MAIN ST AND E 49TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0190790.htm
1500,2008-04-18,CLEAR,Signalized,07:45 - 08:45,2,34,890,12:55 - 13:55,3,12,704,MAIN ST AND E 59TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0190813.htm
1501,2002-08-14,CLEAR,Signalized,07:45 - 08:45,4,67,44,16:05 - 17:05,9,50,90,GORE AV AND POWELL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0192580.htm
1502,2000-08-04,CLEAR,Signalized,07:55 - 08:55,1,71,37,15:35 - 16:35,1,47,78,GORE AV AND POWELL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0192580.htm
1503,1995-06-14,RAIN,Signalized,07:50 - 08:50,3,110,28,15:55 - 16:55,2,113,101,GORE AV AND POWELL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0192580.htm
1504,2003-08-08,CLEAR,Signalized,07:50 - 08:50,2,75,21,16:25 - 17:25,11,137,65,DUNLEVY AV AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0194590.htm
1505,2000-08-02,n/a,Signalized,07:50 - 08:50,1,30,53,16:20 - 17:20,4,65,77,DUNLEVY AV AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0194590.htm
1506,1997-06-03,RAIN,Signalized,07:55 - 08:55,0,98,43,16:20 - 17:20,4,214,98,DUNLEVY AV AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0194590.htm
1507,1995-06-16,CLOUDY,Signalized,07:45 - 08:45,3,94,46,16:20 - 17:20,4,262,95,DUNLEVY AV AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0194590.htm
1508,2004-04-08,CLEAR,Signalized,07:55 - 08:55,1,5,26,16:10 - 17:10,0,12,21,MALKIN AV AND PRIOR ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0196600.htm
1509,2003-06-23,CLEAR,Signalized,07:40 - 08:40,0,8,40,16:20 - 17:20,8,13,70,PRINCESS AV AND PRIOR ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0198600.htm
1510,2005-07-19,CLEAR,Signalized,07:05 - 08:05,0,0,,15:30 - 16:30,0,1,,THORNTON ST AND MALKIN AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0198607.htm
1511,2005-05-27,CLEAR,Signalized,07:40 - 08:40,0,15,22,15:55 - 16:55,0,55,45,THORNTON ST AND TERMINAL AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0198630.htm
1512,2002-07-24,CLEAR,Signalized,07:35 - 08:35,8,39,151,16:20 - 17:20,12,26,201,HEATLEY AV AND POWELL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0205580.htm
1513,2000-08-01,cloudy,Signalized,07:00 - 08:00,2,12,47,15:40 - 16:40,7,26,129,HEATLEY AV AND POWELL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0205580.htm
1514,1997-05-30,CLOUDY,Signalized,07:35 - 08:35,3,16,92,15:35 - 16:35,0,38,181,HEATLEY AV AND POWELL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0205580.htm
1515,1995-08-03,CLOUDY,Signalized,07:30 - 08:30,0,15,73,16:05 - 17:05,4,21,129,HEATLEY AV AND POWELL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0205580.htm
1516,2011-01-18,RAIN,Signalized,07:50 - 08:50,1,32,144,16:55 - 17:55,5,78,172,FRASER ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2011/0210650.htm
1517,2009-11-18,RAIN,Signalized,07:50 - 08:50,6,21,117,16:45 - 17:45,0,32,165,FRASER ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0210650.htm
1518,2003-06-20,CLOUDY,Signalized,07:55 - 08:55,0,47,143,16:20 - 17:20,6,67,231,FRASER ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0210650.htm
1519,2001-07-12,clear,Signalized,07:45 - 08:45,8,21,192,16:25 - 17:25,9,64,299,FRASER ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0210650.htm
1520,1999-08-24,CLEAR,Signalized,07:40 - 08:40,3,60,146,16:25 - 17:25,8,123,298,FRASER ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0210650.htm
1521,1997-07-10,CLOUDY,Signalized,07:55 - 08:55,3,68,153,16:25 - 17:25,4,130,281,FRASER ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0210650.htm
1522,1995-06-16,CLEAR,Signalized,07:55 - 08:55,2,73,152,16:20 - 17:20,8,149,287,FRASER ST AND E BROADWAY,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0210650.htm
1523,2008-08-27,CLEAR,Signalized,07:55 - 08:55,0,23,618,16:55 - 17:55,0,16,853,FRASER ST AND E 57TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0210810.htm
1524,2005-05-27,CLEAR,Signalized,07:55 - 08:55,3,24,803,16:10 - 17:10,1,17,881,FRASER ST AND E 57TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0210810.htm
1525,2003-06-06,CLEAR,Signalized,07:55 - 08:55,5,28,716,15:55 - 16:55,3,12,812,FRASER ST AND E 57TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0210810.htm
1526,2001-08-17,clear,Signalized,07:50 - 08:50,2,11,511,16:20 - 17:20,3,20,857,FRASER ST AND E 57TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0210810.htm
1527,1999-06-02,CLEAR,Signalized,07:55 - 08:55,1,28,639,16:25 - 17:25,0,27,792,FRASER ST AND E 57TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0210810.htm
1528,1997-05-22,CLOUDY,Signalized,07:45 - 08:45,5,25,657,15:30 - 16:30,3,22,806,FRASER ST AND E 57TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0210810.htm
1529,1995-05-19,CLEAR,Signalized,07:50 - 08:50,3,19,635,16:20 - 17:20,2,21,889,FRASER ST AND E 57TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0210810.htm
1530,2008-08-29,CLEAR,Signalized,07:55 - 08:55,2,7,466,16:50 - 17:50,2,30,427,FRASER ST AND SE MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0210830.htm
1531,2004-06-02,CLEAR,Signalized,10:25 - 11:25,0,22,352,12:30 - 13:30,2,30,419,FRASER ST AND SE MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0210830.htm
1532,2002-07-15,CLEAR,Signalized,07:45 - 08:45,4,14,467,16:20 - 17:20,2,31,444,FRASER ST AND SE MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0210830.htm
1533,1996-07-08,CLEAR,Signalized,07:40 - 08:40,4,12,487,16:25 - 17:25,2,25,410,FRASER ST AND SE MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0210830.htm
1534,2003-04-30,CLEAR,Signalized,07:55 - 08:55,1,2,181,16:20 - 17:20,3,8,169,CAMPBELL AV AND VENABLES ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0217600.htm
1535,1999-09-01,CLEAR,Non-Signalized,07:25 - 08:25,0,1,124,16:00 - 17:00,0,2,154,CAMPBELL AV AND VENABLES ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0217600.htm
1536,1997-06-19,CLEAR,Signalized,07:45 - 08:45,0,6,194,16:00 - 17:00,1,6,181,CAMPBELL AV AND VENABLES ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0217600.htm
1537,1995-08-30,CLEAR,Signalized,07:45 - 08:45,0,0,139,16:25 - 17:25,1,4,192,CAMPBELL AV AND VENABLES ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0217600.htm
1538,2005-07-20,CLEAR,Non-Signalized,07:25 - 08:25,0,3,2,15:30 - 16:30,1,2,,CHESS ST AND MALKIN AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0217607.htm
1539,2007-11-29,CLEAR,Non-Signalized,07:50 - 08:50,0,0,7,16:25 - 17:25,0,0,8,WINDSOR ST AND E 28TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2007/0217717.htm
1540,1997-07-04,CLEAR,Signalized,07:35 - 08:35,1,5,94,16:20 - 17:20,0,8,200,COTTRELL ST AND TERMINAL AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0219631.htm
1541,2004-04-16,CLEAR,Signalized,07:55 - 08:55,0,7,44,16:25 - 17:25,1,10,21,GLEN DRIVE AND E 6TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0222640.htm
1542,2002-05-24,CLEAR,Signalized,07:55 - 08:55,0,8,38,16:25 - 17:25,2,5,30,GLEN DRIVE AND E 6TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0222640.htm
1543,2000-08-23,CLEAR,Signalized,07:35 - 08:35,1,22,13,16:25 - 17:25,0,10,22,GLEN DRIVE AND E 6TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0222640.htm
1544,1998-07-02,CLEAR,Non-Signalized,07:45 - 08:45,0,4,12,16:25 - 17:25,3,2,13,GLEN DRIVE AND E 6TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0222640.htm
1545,1995-10-23,CLOUDY,Non-Signalized,07:45 - 08:45,0,6,17,16:25 - 17:25,2,7,32,GLEN DRIVE AND E 6TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0222640.htm
1546,2005-06-22,OVERCAST,Signalized,07:55 - 08:55,7,9,16,16:25 - 17:25,3,12,15,INVERNESS ST AND SE MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0226830.htm
1547,2003-10-27,CLOUDY,Signalized,07:50 - 08:50,4,14,20,16:25 - 17:25,1,16,23,INVERNESS ST AND SE MARINE DRIVE,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0226830.htm
1548,2008-12-03,CLEAR,Signalized,07:55 - 08:55,6,7,420,16:55 - 17:55,1,17,606,CLARK DRIVE AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0230590.htm
1549,2004-06-23,CLEAR,Signalized,10:25 - 11:25,3,10,572,13:20 - 14:20,5,13,507,CLARK DRIVE AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0230590.htm
1550,2002-07-22,CLEAR,Signalized,07:30 - 08:30,10,27,441,16:25 - 17:25,6,21,621,CLARK DRIVE AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0230590.htm
1551,1999-08-31,CLEAR,Signalized,16:25 - 17:25,0,0,,,,,,CLARK DRIVE AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0230590.htm
1552,1996-07-30,CLEAR,Signalized,07:45 - 08:45,5,11,296,16:15 - 17:15,9,33,508,CLARK DRIVE AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0230590.htm
1553,2009-04-01,RAIN,Signalized,07:35 - 08:35,1,8,970,16:55 - 17:55,2,12,1682,CLARK DRIVE AND GRANDVIEW VIADUCT,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0230630.htm
1554,2006-01-12,CLEAR,Signalized,07:45 - 08:45,0,9,1058,16:25 - 17:25,2,0,1782,CLARK DRIVE AND GRANDVIEW VIADUCT,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0230630.htm
1555,2005-02-02,CLOUDY,Signalized,07:50 - 08:50,6,2,1022,16:25 - 17:25,4,3,1437,CLARK DRIVE AND GRANDVIEW VIADUCT,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0230630.htm
1556,2003-10-17,RAIN,Signalized,07:50 - 08:50,1,2,937,16:15 - 17:15,3,5,1476,CLARK DRIVE AND GRANDVIEW VIADUCT,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0230630.htm
1557,2001-09-21,rain,Signalized,07:50 - 08:50,4,10,966,16:25 - 17:25,4,3,1403,CLARK DRIVE AND GRANDVIEW VIADUCT,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0230630.htm
1558,1997-07-02,CLEAR,Signalized,07:40 - 08:40,2,7,830,16:20 - 17:20,16,18,1522,CLARK DRIVE AND GRANDVIEW VIADUCT,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0230630.htm
1559,1995-07-27,CLOUDY,Signalized,07:40 - 08:40,6,5,823,16:25 - 17:25,12,6,1412,CLARK DRIVE AND GRANDVIEW VIADUCT,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0230630.htm
1560,2009-10-20,RAIN,Signalized,07:55 - 08:55,2,4,825,12:45 - 13:45,3,11,1094,CLARK DRIVE AND E 3RD AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0230633.htm
1561,2000-09-08,CLOUDY,Signalized,07:50 - 08:50,4,8,685,16:10 - 17:10,20,10,1261,CLARK DRIVE AND E 3RD AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0230633.htm
1562,2005-09-19,CLOUDY,Non-Signalized,07:55 - 08:55,2,0,6,16:10 - 17:10,9,0,168,CLARK DRIVE AND GRANDVIEW HWY NORTH,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0230639.htm
1563,2001-10-01,CLEAR,Signalized,07:50 - 08:50,0,0,0,15:35 - 16:35,0,0,0,CLARK DRIVE AND GRANDVIEW HWY NORTH,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0230639.htm
1564,1999-07-16,OVERCAST,Non-Signalized,07:55 - 08:55,3,0,780,16:25 - 17:25,10,0,1877,CLARK DRIVE AND GRANDVIEW HWY NORTH,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0230639.htm
1565,1996-08-02,RAIN,Non-Signalized,07:40 - 08:40,6,0,872,16:25 - 17:25,10,0,1539,CLARK DRIVE AND GRANDVIEW HWY NORTH,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0230639.htm
1566,2009-04-09,RAIN,Signalized,07:20 - 08:20,0,37,911,16:35 - 17:35,2,56,1637,KNIGHT ST AND E KING EDWARD AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0230710.htm
1567,2008-01-23,CLEAR,Signalized,07:10 - 08:10,2,42,1047,15:40 - 16:40,5,33,1255,KNIGHT ST AND E KING EDWARD AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0230710.htm
1568,2007-06-12,CLEAR,Signalized,07:55 - 08:55,1,40,662,16:05 - 17:05,5,31,1156,KNIGHT ST AND E KING EDWARD AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2007/0230710.htm
1569,2005-07-25,CLEAR,Signalized,07:50 - 08:50,0,32,731,16:25 - 17:25,2,11,1379,KNIGHT ST AND E KING EDWARD AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0230710.htm
1570,2003-05-08,CLEAR,Signalized,07:55 - 08:55,2,7,853,16:25 - 17:25,6,29,1467,KNIGHT ST AND E KING EDWARD AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0230710.htm
1571,2011-10-20,CLOUDY,Signalized,07:55 - 08:55,0,66,869,16:50 - 17:50,1,44,1364,KNIGHT ST AND E 33RD AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2011/0230730.htm
1572,2008-12-09,RAIN,Signalized,07:55 - 08:55,0,8,991,16:50 - 17:50,0,16,1489,KNIGHT ST AND E 33RD AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0230730.htm
1573,2005-06-10,CLEAR,Signalized,10:10 - 11:10,1,24,981,13:25 - 14:25,1,36,1107,KNIGHT ST AND E 33RD AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0230730.htm
1574,2003-06-12,CLOUDY,Signalized,07:55 - 08:55,1,45,992,16:25 - 17:25,1,39,1519,KNIGHT ST AND E 33RD AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0230730.htm
1575,2001-07-12,clear,Signalized,07:45 - 08:45,3,18,977,16:20 - 17:20,0,21,1481,KNIGHT ST AND E 33RD AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0230730.htm
1576,1999-07-13,SUNNY,Signalized,07:55 - 08:55,1,29,970,16:25 - 17:25,0,24,1547,KNIGHT ST AND E 33RD AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0230730.htm
1577,1997-07-16,CLEAR,Signalized,07:35 - 08:35,2,16,957,16:25 - 17:25,0,46,1367,KNIGHT ST AND E 33RD AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0230730.htm
1578,1995-05-30,CLEAR,Signalized,07:45 - 08:45,1,14,855,16:25 - 17:25,2,65,1425,KNIGHT ST AND E 33RD AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0230730.htm
1579,2003-05-06,CLEAR,Signalized,07:55 - 08:55,1,5,5,16:20 - 17:20,8,23,30,COMMERCIAL DRIVE AND POWELL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0250580.htm
1580,2008-10-09,CLEAR,Signalized,07:40 - 08:40,0,13,118,16:45 - 17:45,2,14,272,COMMERCIAL DRIVE AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0250590.htm
1581,2005-08-03,CLEAR,Signalized,07:55 - 08:55,2,23,150,16:25 - 17:25,8,29,254,COMMERCIAL DRIVE AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0250590.htm
1582,2003-10-06,CLOUDY,Signalized,07:50 - 08:50,0,16,215,16:25 - 17:25,2,43,372,COMMERCIAL DRIVE AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0250590.htm
1583,2001-07-25,cloudy,Signalized,07:40 - 08:40,9,2,201,16:25 - 17:25,15,12,345,COMMERCIAL DRIVE AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0250590.htm
1584,1999-08-31,rain,Signalized,07:55 - 08:55,0,10,353,16:25 - 17:25,1,18,286,COMMERCIAL DRIVE AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0250590.htm
1585,1997-06-12,CLOUDY,Signalized,07:30 - 08:30,2,15,227,16:20 - 17:20,4,58,427,COMMERCIAL DRIVE AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0250590.htm
1586,1995-06-09,CLEAR,Signalized,07:35 - 08:35,3,15,188,16:25 - 17:25,9,31,410,COMMERCIAL DRIVE AND E HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0250590.htm
1587,2006-01-10,RAIN,Signalized,07:55 - 08:55,1,78,201,16:25 - 17:25,0,57,453,COMMERCIAL DRIVE AND VENABLES ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0250600.htm
1588,2005-04-12,CLEAR,Signalized,07:40 - 08:40,2,86,221,16:25 - 17:25,15,55,408,COMMERCIAL DRIVE AND VENABLES ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0250600.htm
1589,2003-05-26,CLOUDY,Signalized,07:45 - 08:45,3,55,229,16:25 - 17:25,29,70,534,COMMERCIAL DRIVE AND VENABLES ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0250600.htm
1590,1999-08-04,SUNNY,Signalized,07:45 - 08:45,5,29,218,16:20 - 17:20,32,24,577,COMMERCIAL DRIVE AND VENABLES ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0250600.htm
1591,1996-05-16,CLEAR,Signalized,07:45 - 08:45,6,44,230,16:05 - 17:05,17,79,441,COMMERCIAL DRIVE AND VENABLES ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0250600.htm
1592,2006-08-29,CLEAR,Signalized,07:00 - 08:00,0,0,8,16:00 - 17:00,0,0,32,COMMERCIAL DRIVE AND E 10TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0250655.htm
1593,2008-04-09,CLEAR,Signalized,07:45 - 08:45,0,19,409,15:55 - 16:55,6,55,865,COMMERCIAL DRIVE AND E 12TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0250670.htm
1594,2003-06-19,CLEAR,Signalized,07:55 - 08:55,5,18,441,16:25 - 17:25,14,79,793,COMMERCIAL DRIVE AND E 12TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0250670.htm
1595,2001-07-25,CLEAR,Signalized,07:45 - 08:45,9,8,556,16:25 - 17:25,38,87,1057,COMMERCIAL DRIVE AND E 12TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0250670.htm
1596,1999-07-29,RAIN,Signalized,07:55 - 08:55,2,13,452,16:20 - 17:20,9,26,1047,COMMERCIAL DRIVE AND E 12TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0250670.htm
1597,1997-07-10,CLOUDY,Signalized,07:40 - 08:40,7,26,452,16:25 - 17:25,16,67,1023,COMMERCIAL DRIVE AND E 12TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0250670.htm
1598,1995-06-07,CLOUDY,Signalized,07:50 - 08:50,10,36,488,16:25 - 17:25,14,47,984,COMMERCIAL DRIVE AND E 12TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0250670.htm
1599,2008-04-23,CLEAR,Non-Signalized,07:40 - 08:40,0,2,280,16:20 - 17:20,1,2,695,COMMERCIAL DRIVE AND E 15TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0250685.htm
1600,2008-05-08,CLEAR,Non-Signalized,07:50 - 08:50,2,4,294,12:35 - 13:35,0,10,235,VICTORIA DRIVE AND UPLAND DRIVE,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0250812.htm
1601,2011-01-26,CLEAR,Signalized,07:55 - 08:55,5,11,,16:40 - 17:40,3,30,,VICTORIA DRIVE AND POWELL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2011/0253580.htm
1602,2003-11-03,CLEAR,Signalized,07:30 - 08:30,0,10,0,16:25 - 17:25,3,17,1,VICTORIA DRIVE AND POWELL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0253580.htm
1603,2001-07-04,clear,Signalized,07:50 - 08:50,8,25,157,16:25 - 17:25,7,46,179,VICTORIA DRIVE AND POWELL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0253580.htm
1604,1999-08-26,SUNNY,Signalized,07:35 - 08:35,3,20,119,16:25 - 17:25,7,46,158,VICTORIA DRIVE AND POWELL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0253580.htm
1605,1997-05-23,CLOUDY,Signalized,07:30 - 08:30,1,19,90,16:15 - 17:15,3,36,110,VICTORIA DRIVE AND POWELL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0253580.htm
1606,1995-05-26,CLEAR,Signalized,07:35 - 08:35,3,5,63,16:25 - 17:25,7,16,90,VICTORIA DRIVE AND POWELL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0253580.htm
1607,2004-06-15,CLEAR,Signalized,09:45 - 10:45,11,16,377,13:25 - 14:25,5,16,504,VICTORIA DRIVE AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0253630.htm
1608,2002-05-23,CLOUDY,Signalized,07:50 - 08:50,14,10,388,16:25 - 17:25,7,21,615,VICTORIA DRIVE AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0253630.htm
1609,1999-08-20,SUNNY,Signalized,07:40 - 08:40,6,8,330,16:25 - 17:25,8,27,536,VICTORIA DRIVE AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0253630.htm
1610,1997-05-23,CLOUDY,Signalized,07:45 - 08:45,10,10,398,16:10 - 17:10,7,19,689,VICTORIA DRIVE AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0253630.htm
1611,1995-06-22,CLOUDY,Signalized,07:45 - 08:45,11,9,377,16:25 - 17:25,21,19,684,VICTORIA DRIVE AND E 1ST AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0253630.htm
1612,2011-03-09,CLOUDY,Non-Signalized,07:55 - 08:55,0,15,24,11:50 - 12:50,1,23,52,GARDEN DRIVE AND E PENDER ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2011/0267592.htm
1613,2011-09-21,CLOUDY,Non-Signalized,07:55 - 08:55,7,22,38,16:50 - 17:50,3,10,7,GARDEN DRIVE AND CHARLES ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2011/0267607.htm
1614,2008-06-03,RAIN,Signalized,07:45 - 08:45,0,0,3,12:35 - 13:35,0,4,0,N NANAIMO ST AND MCGILL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0270570.htm
1615,2006-10-25,RAIN,Signalized,07:45 - 08:45,1,0,13,16:05 - 17:05,0,0,4,N NANAIMO ST AND MCGILL ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0270570.htm
1616,2007-10-29,CLEAR,Signalized,07:40 - 08:40,3,4,251,15:35 - 16:35,9,2,297,BLANCA ST AND W 16TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2007/0020690.htm
1617,2005-10-19,RAIN,Signalized,07:55 - 08:55,13,3,274,16:10 - 17:10,7,2,303,BLANCA ST AND W 16TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0020690.htm
