Study date,Year,Project,OBJECTID,Intersection,File Name,Const_URL,FileType
2019-01-31,2019,Turning Movement Count,8549,GRANVILLE ST AND W CORDOVA ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & W CORDOVA ST - 2019-01-31,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8549/attachments/9722,xlsx
2019-03-21,2019,Turning Movement Count,8550,W GEORGIA ST AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & W GEORGIA ST - 2019-03-21,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8550/attachments/9723,xlsx
2019-04-17,2019,Turning Movement Count,8551,W PENDER ST AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & W PENDER ST - 2019-04-17,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8551/attachments/9724,xlsx
2019-06-05,2019,Turning Movement Count,8552,QUEBEC ST AND UNION ST,ENG - TDM - TURNING MOVEMENT COUNT - QUEBEC ST & UNION ST - 2019-06-05,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8552/attachments/9725,xlsx
2019-12-12,2019,Turning Movement Count,8553,W HASTINGS ST AND E HASTINGS ST,ENG - TDM - TURNING MOVEMENT COUNT - CARRALL ST & E HASTINGS ST - 2019-12-12,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8553/attachments/9726,xlsx
2019-05-28,2019,Turning Movement Count,8554,RAYMUR AV AND E CORDOVA ST,ENG - TDM - TURNING MOVEMENT COUNT - RAYMUR AV & E CORDOVA ST - 2019-05-28,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8554/attachments/9727,xlsx
2019-09-25,2019,Turning Movement Count,8555,RAYMUR AV AND E CORDOVA ST,ENG - TDM - TURNING MOVEMENT COUNT - RAYMUR AV & E CORDOVA ST - 2019-09-25,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8555/attachments/9728,xlsx
2019-05-28,2019,Turning Movement Count,8556,Raymur Av & Lane S of Cordova,ENG - TDM - TURNING MOVEMENT COUNT - RAYMUR AV & LANE S OF CORDOVA - 2019-05-28,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8556/attachments/9729,xlsx
2019-10-08,2019,Turning Movement Count,8557,Raymur Av & Lane S of Cordova,ENG - TDM - TURNING MOVEMENT COUNT - RAYMUR AV & LANE S OF CORDOVA - 2019-10-08,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8557/attachments/9730,xlsx
2019-09-26,2019,Turning Movement Count,8558,UNION ST AND RAYMUR AV,ENG - TDM - TURNING MOVEMENT COUNT - RAYMUR AV & UNION ST - 2019-09-26,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8558/attachments/9731,xlsx
2019-10-16,2019,Turning Movement Count,8559,RAYMUR AV AND VENABLES ST,ENG - TDM - TURNING MOVEMENT COUNT - RAYMUR AV & VENABLES ST - 2019-10-16,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8559/attachments/9732,xlsx
2019-10-16,2019,Turning Movement Count,8560,RAYMUR AV AND VENABLES ST,ENG - TDM - TURNING MOVEMENT COUNT - RAYMUR AV & VENEBLES ST - 2019-10-16,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8560/attachments/9733,xlsx
2019-02-06,2019,Turning Movement Count,8561,ADANAC ST AND RENFREW ST,ENG - TDM - TURNING MOVEMENT COUNT - RENFREW ST & ADANAC ST - 2019-02-06,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8561/attachments/9734,xlsx
2019-04-23,2019,Turning Movement Count,8562,HAMILTON ST AND NELSON ST,ENG - TDM - TURNING MOVEMENT COUNT - HAMILTON ST & NELSON ST - 2019-04-23,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8562/attachments/9735,xlsx
2019-07-04,2019,Turning Movement Count,8563,ADANAC ST AND RENFREW ST,ENG - TDM - TURNING MOVEMENT COUNT - RENFREW ST & ADANAC ST - 2019-07-04,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8563/attachments/9736,xlsx
2019-04-30,2019,Turning Movement Count,8564,HAMILTON ST AND ROBSON ST,ENG - TDM - TURNING MOVEMENT COUNT - HAMILTON ST & ROBSON ST - 2019-04-30,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8564/attachments/9737,xlsx
2019-09-24,2019,Turning Movement Count,8565,DUNDAS ST AND N RENFREW ST,ENG - TDM - TURNING MOVEMENT COUNT - RENFREW ST & DUNDAS ST - 2019-09-24,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8565/attachments/9738,xlsx
2019-03-12,2019,Turning Movement Count,8566,CHILCO ST AND BEACH AV,ENG - TDM - TURNING MOVEMENT COUNT - CHILCO ST & BEACH AV - 2019-03-12,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8566/attachments/9739,xlsx
2019-08-13,2019,Turning Movement Count,8567,CHILCO ST AND BEACH AV,ENG - TDM - TURNING MOVEMENT COUNT - CHILCO ST & BEACH AV - 2019-08-13,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8567/attachments/9740,xlsx
2019-05-22,2019,Turning Movement Count,8568,SMITHE ST AND HAMILTON ST,ENG - TDM - TURNING MOVEMENT COUNT - HAMILTON ST & SMITHE ST - 2019-05-22,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8568/attachments/9741,xlsx
2019-01-24,2019,Turning Movement Count,8569,HAMILTON ST AND W PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - HAMILTON ST & W PENDER ST - 2019-01-24,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8569/attachments/9742,xlsx
2019-10-31,2019,Turning Movement Count,8570,E 12TH AV AND HEBB AV,ENG - TDM - TURNING MOVEMENT COUNT - RENFREW ST & E 12TH AV - 2019-10-31,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8570/attachments/9743,xlsx
2019-02-05,2019,Turning Movement Count,8571,RENFREW ST AND E BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - RENFREW ST & E BROADWAY - 2019-02-05,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8571/attachments/9744,xlsx
2019-07-03,2019,Turning Movement Count,8572,RENFREW ST AND E GEORGIA ST,ENG - TDM - TURNING MOVEMENT COUNT - RENFREW ST & E GEORGIA ST - 2019-07-03,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8572/attachments/9745,xlsx
2019-07-03,2019,Turning Movement Count,8573,E HASTINGS ST AND RENFREW ST,ENG - TDM - TURNING MOVEMENT COUNT - RENFREW ST & E HASTINGS ST - 2019-07-03,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8573/attachments/9746,xlsx
2019-07-04,2019,Turning Movement Count,8574,VENABLES ST AND RENFREW ST,ENG - TDM - TURNING MOVEMENT COUNT - RENFREW ST & VENABLES ST - 2019-07-04,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8574/attachments/9747,xlsx
2019-01-16,2019,Turning Movement Count,8575,RICHARDS ST AND DUNSMUIR ST,ENG - TDM - TURNING MOVEMENT COUNT - RICHARDS ST & DUNSMUIR ST - 2019-01-16,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8575/attachments/9748,xlsx
2019-01-29,2019,Turning Movement Count,8576,HELMCKEN ST AND RICHARDS ST,ENG - TDM - TURNING MOVEMENT COUNT - RICHARDS ST & HELMCKEN ST - 2019-01-29,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8576/attachments/9749,xlsx
2019-01-10,2019,Turning Movement Count,8577,RICHARDS ST AND NELSON ST,ENG - TDM - TURNING MOVEMENT COUNT - RICHARDS ST & NELSON ST - 2019-01-10,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8577/attachments/9750,xlsx
2019-08-13,2019,Turning Movement Count,8578,PACIFIC ST AND RICHARDS ST,ENG - TDM - TURNING MOVEMENT COUNT - RICHARDS ST & PACIFIC ST - 2019-08-13,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8578/attachments/9751,xlsx
2019-11-20,2019,Turning Movement Count,8579,PACIFIC ST AND RICHARDS ST,ENG - TDM - TURNING MOVEMENT COUNT - RICHARDS ST & PACIFIC ST - 2019-11-20,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8579/attachments/9752,xlsx
2019-01-16,2019,Turning Movement Count,8580,RICHARDS ST AND ROBSON ST,ENG - TDM - TURNING MOVEMENT COUNT - RICHARDS ST & ROBSON ST - 2019-01-16,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8580/attachments/9753,xlsx
2019-02-06,2019,Turning Movement Count,8581,CLARK DRIVE AND E 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - CLARK DR & E 10TH AV - 2019-02-06,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8581/attachments/9754,xlsx
2019-01-15,2019,Turning Movement Count,8582,RICHARDS ST AND W PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - RICHARDS ST & W PENDER ST - 2019-01-15 V2,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8582/attachments/9755,xlsx
2019-01-09,2019,Turning Movement Count,8583,CLARK DRIVE AND E 6TH AV,ENG - TDM - TURNING MOVEMENT COUNT - CLARK DR & E 6TH AV - 2019-01-09,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8583/attachments/9756,xlsx
2019-01-31,2019,Turning Movement Count,8584,E HASTINGS ST AND CLARK DRIVE,ENG - TDM - TURNING MOVEMENT COUNT - CLARK DR & E HASTINGS ST - 2019-01-31,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8584/attachments/9757,xlsx
2019-01-15,2019,Turning Movement Count,8585,RICHARDS ST AND W PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - RICHARDS ST & W PENDER ST - 2019-01-15,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8585/attachments/9758,xlsx
2019-02-07,2019,Turning Movement Count,8586,CLARK DRIVE AND POWELL ST,ENG - TDM - TURNING MOVEMENT COUNT - CLARK DR & POWELL ST - 2019-02-07,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8586/attachments/9759,xlsx
2019-03-27,2019,Turning Movement Count,8587,VENABLES ST AND CLARK DRIVE,ENG - TDM - TURNING MOVEMENT COUNT - CLARK DR & VENABLES ST - 2019-03-27,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8587/attachments/9760,xlsx
2019-12-10,2019,Turning Movement Count,8588,COLLINGWOOD ST AND W KING EDWARD AV,ENG - TDM - TURNING MOVEMENT COUNT - COLLINGWOOD ST & W 25TH AV - 2019-12-10,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8588/attachments/9761,xlsx
2019-12-04,2019,Turning Movement Count,8589,W 4TH AV AND COLLINGWOOD ST,ENG - TDM - TURNING MOVEMENT COUNT - COLLINGWOOD ST & W 4TH AV - 2019-12-04,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/8589/attachments/9762,xlsx
2019-12-04,2019,Turning Movement Count,10128,Musqueamview St & W 4th Av,ENG - TDM - TURNING MOVEMENT COUNT - MUSQUEAMVIEW ST & W 4TH AV - 2019-12-04,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/10128/attachments/11308,xlsx
2019-07-30,2019,Turning Movement Count,10319,Penticton&Pandora,ENG - TDM - TURNING MOVEMENT COUNT - PENTICTON&PANDORA - 2019-07-30,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/23/10319/attachments/11499,xlsx
2020-08-25,2020,Turning Movement Count,8185,GRANVILLE ST AND W 5TH AV,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & W 5TH AVE - 2020-08-25,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8185/attachments/9357,xlsx
2020-02-11,2020,Turning Movement Count,8186,E 29TH AV AND WINDERMERE ST,ENG - TDM - TURNING MOVEMENT COUNT - WINDERMERE ST & 29TH AVE - 2020-02-11,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8186/attachments/9358,xlsx
2020-01-28,2020,Turning Movement Count,8188,E 29TH AV AND WINDERMERE ST,ENG - TDM - TURNING MOVEMENT COUNT - WINDERMERE ST & 29TH AVE - 2020-01-28,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8188/attachments/9360,xlsx
2020-02-06,2020,Turning Movement Count,8189,WEST BOULEVARD AND W 42ND AV,ENG - TDM - TURNING MOVEMENT COUNT - WEST BLVD & 42ND AVE - 2020-02-06,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8189/attachments/9361,xlsx
2020-08-06,2020,Turning Movement Count,8190,BURRARD ST AND MELVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & MELVILLE ST - 2020-08-06,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8190/attachments/9362,xlsx
2020-04-14,2020,Turning Movement Count,8191,DUNSMUIR ST AND HOWE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & DUNSMUIR ST - 2020-04-14,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8191/attachments/9363,xlsx
2020-02-18,2020,Turning Movement Count,8192,TRINITY ST AND WALL ST,ENG - TDM - TURNING MOVEMENT COUNT - WALL ST & TRINITY ST - 2020-02-18,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8192/attachments/9364,xlsx
2020-06-11,2020,Turning Movement Count,8193,W GEORGIA ST AND CARDERO ST,ENG - TDM - TURNING MOVEMENT COUNT - W GEORGIA ST & W PENDER ST - 2020-06-11,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8193/attachments/9365,xlsx
2020-02-22,2020,Turning Movement Count,8194,VINE ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - VINE ST & 4TH AVE - 2020-02-22,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8194/attachments/9366,xlsx
2020-08-25,2020,Turning Movement Count,8195,W BROADWAY AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & W BROADWAY - 2020-08-25,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8195/attachments/9367,xlsx
2020-01-22,2020,Turning Movement Count,8196,E 4TH AV AND QUEBEC ST,ENG - TDM - TURNING MOVEMENT COUNT - QUEBEC ST & E 4TH AV - 2020-01-22,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8196/attachments/9368,xlsx
2020-02-05,2020,Turning Movement Count,8197,E HASTINGS ST AND VICTORIA DRIVE,ENG - TDM - TURNING MOVEMENT COUNT - VICTORIA DR & HASTINGS ST - 2020-02-05,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8197/attachments/9369,xlsx
2020-09-01,2020,Turning Movement Count,8198,W KING EDWARD AV AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & W KING EDWARD AV - 2020-09-01,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8198/attachments/9370,xlsx
2020-06-16,2020,Turning Movement Count,8199,DAVIE ST AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & DAVIE ST - 2020-06-16,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8199/attachments/9371,xlsx
2020-01-21,2020,Turning Movement Count,8200,E BROADWAY AND COMMERCIAL DRIVE,ENG - TDM - TURNING MOVEMENT COUNT - COMMERCIAL DR & BROADWAY - 2020-01-21,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8200/attachments/9372,xlsx
2020-01-29,2020,Turning Movement Count,8202,TRUTCH ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - TRUTCH ST & BROADWAY - 2020-01-29,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8202/attachments/9374,xlsx
2020-01-23,2020,Turning Movement Count,8203,W BROADWAY AND TRAFALGAR ST,ENG - TDM - TURNING MOVEMENT COUNT - TRAFALGAR ST & BROADWAY - 2020-01-23,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8203/attachments/9375,xlsx
2020-02-11,2020,Turning Movement Count,8204,BLENHEIM ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - BLENHEIM ST & BROADWAY - 2020-02-11,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8204/attachments/9376,xlsx
2020-01-21,2020,Turning Movement Count,8205,E BROADWAY AND COMMERCIAL DRIVE,ENG - TDM - TURNING MOVEMENT COUNT - COMMERCIAL DR & E BROADWAY - 2020-01-21,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8205/attachments/9377,pdf
2020-08-19,2020,Turning Movement Count,8206,SMITHE ST AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & SMITHE ST - 2020-08-19,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8206/attachments/9378,xlsx
2020-03-03,2020,Turning Movement Count,8207,TRAFALGAR ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - TRAFALGAR ST & 4TH AVE - 2020-03-03,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8207/attachments/9380,xlsx
2020-01-30,2020,Turning Movement Count,8208,COMMERCIAL DRIVE AND E HASTINGS ST,ENG - TDM - TURNING MOVEMENT COUNT - COMMERCIAL DR & HASTINGS ST - 2020-01-30,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8208/attachments/9381,xlsx
2020-02-29,2020,Turning Movement Count,8209,COMMERCIAL DRIVE AND E HASTINGS ST,ENG - TDM - TURNING MOVEMENT COUNT - COMMERCIAL DR & HASTINGS ST - 2020-02-29,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8209/attachments/9382,xlsx
2020-01-29,2020,Turning Movement Count,8210,CARNARVON ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - CARNARVON ST & BROADWAY - 2020-01-29,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8210/attachments/9383,xlsx
2020-01-25,2020,Turning Movement Count,8211,TRAFALGAR ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - TRAFALGAR ST & 4TH AVE - 2020-01-25,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8211/attachments/9384,xlsx
2020-07-09,2020,Turning Movement Count,8212,NELSON ST AND THURLOW ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & NELSON ST - 2020-07-09,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8212/attachments/9385,xlsx
2020-06-16,2020,Turning Movement Count,8213,THURLOW ST AND DAVIE ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & DAVIE ST - 2020-06-16,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8213/attachments/9386,xlsx
2020-01-28,2020,Turning Movement Count,8214,MACKENZIE ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - MACKENZIE ST & W BROADWAY - 2020-1-28,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8214/attachments/9387,xlsx
2020-02-05,2020,Turning Movement Count,8215,TEMPLETON DRIVE AND E HASTINGS ST,ENG - TDM - TURNING MOVEMENT COUNT - TEMPLETON ST & HASTINGS ST - 2020-02-05,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8215/attachments/9388,xlsx
2020-03-05,2020,Turning Movement Count,8216,KASLO ST AND E HASTINGS ST,ENG - TDM - TURNING MOVEMENT COUNT - KASLO ST & E HASTINGS ST - 2020-03-05,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8216/attachments/9389,xlsx
2020-01-22,2020,Turning Movement Count,8217,QUEBEC ST AND E 3RD AV,ENG - TDM - TURNING MOVEMENT COUNT - QUEBEC ST & E 3RD AV - 2020-01-22,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8217/attachments/9390,xlsx
2020-04-30,2020,Turning Movement Count,8218,HOWE ST AND W GEORGIA ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & W GEORGIA ST - 2020-04-30,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8218/attachments/9391,xlsx
2020-05-14,2020,Turning Movement Count,8219,HOWE ST AND W GEORGIA ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & W GEORGIA ST - 2020-05-14,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8219/attachments/9392,xlsx
2020-02-20,2020,Turning Movement Count,8220,W 1ST AV AND ONTARIO ST,ENG - TDM - TURNING MOVEMENT COUNT - ONTARIO ST & E 1ST AV - 2020-02-20,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8220/attachments/9393,xlsx
2020-02-11,2020,Turning Movement Count,8221,W 41ST AV AND CROWN ST,ENG - TDM - TURNING MOVEMENT COUNT - CROWN ST & 41ST AVE - 2020-02-11,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8221/attachments/9394,xlsx
2020-01-23,2020,Turning Movement Count,8222,W BROADWAY AND STEPHENS ST,ENG - TDM - TURNING MOVEMENT COUNT - STEPHENS ST & BROADWAY - 2020-01-23,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8222/attachments/9395,xlsx
2020-03-12,2020,Turning Movement Count,8223,BOUNDARY ROAD AND GRANDVIEW HIGHWAY,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & GRANDVIEW HWY - 2020-03-12,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8223/attachments/9396,xlsx
2020-03-11,2020,Turning Movement Count,8224,BUTE ST AND NELSON ST,ENG - TDM - TURNING MOVEMENT COUNT - BUTE ST & NELSON ST - 2020-03-11,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8224/attachments/9397,xlsx
2020-02-12,2020,Turning Movement Count,8225,SLOCAN ST AND E HASTINGS ST,ENG - TDM - TURNING MOVEMENT COUNT - SLOCAN ST & HASTINGS ST - 2020-02-12,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8225/attachments/9398,xlsx
2020-08-15,2020,Turning Movement Count,8226,SEYMOUR ST AND SMITHE ST,ENG - TDM - TURNING MOVEMENT COUNT - SEYMOUR ST & SMITHE ST - 2020-08-15,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8226/attachments/9399,xlsx
2020-10-01,2020,Turning Movement Count,8227,GRANDVIEW HIGHWAY AND RUPERT ST,ENG - TDM - TURNING MOVEMENT COUNT - RUPERT ST & GRANDVIEW HWY - 2020-10-01,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8227/attachments/9400,xlsx
2020-07-14,2020,Turning Movement Count,8229,LAUREL ST AND W 6TH AV,ENG - TDM - TURNING MOVEMENT COUNT - LAUREL ST & 6TH AVE - 2020-07-14,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8229/attachments/9402,xlsx
2020-03-11,2020,Turning Movement Count,8231,GRANDVIEW HIGHWAY AND RUPERT ST,ENG - TDM - TURNING MOVEMENT COUNT - RUPERT ST & GRANDVIEW HWY - 2020-03-11,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8231/attachments/9404,xlsx
2020-09-24,2020,Turning Movement Count,8232,W 14TH AV AND HEATHER ST,ENG - TDM - TURNING MOVEMENT COUNT - HEATHER ST & W 14TH AV - 2020-09-24,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8232/attachments/9405,xlsx
2020-02-19,2020,Turning Movement Count,8233,DAVIE ST AND JERVIS ST,ENG - TDM - TURNING MOVEMENT COUNT - JERVIS ST & DAVIE ST - 2020-02-19,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8233/attachments/9406,xlsx
2020-09-22,2020,Turning Movement Count,8234,RUPERT ST AND E BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - RUPERT ST & BROADWAY - 2020-09-22,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8234/attachments/9407,xlsx
2020-03-12,2020,Turning Movement Count,8235,N RENFREW ST AND WALL ST,ENG - TDM - TURNING MOVEMENT COUNT - RENFREW ST & WALL ST - 2020-03-12,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8235/attachments/9408,xlsx
2020-02-19,2020,Turning Movement Count,8236,NELSON ST AND JERVIS ST,ENG - TDM - TURNING MOVEMENT COUNT - JERVIS ST & NELSON ST - 2020-02-19,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/21/8236/attachments/9409,xlsx
