Study date,Year,Project,OBJECTID,Intersection,File Name,Const_URL,FileType
2015-10-13,2015,Turning Movement Count,9419,RUPERT ST AND E BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - RUPERT ST & E BROADWAY - 2015-10-13,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9419/attachments/10592,xlsx
2015-11-19,2015,Turning Movement Count,9420,THURLOW ST AND BEACH AV,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & BEACH AVE - 2015-11-19,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9420/attachments/10593,xlsx
2015-12-01,2015,Turning Movement Count,9421,NELSON ST AND THURLOW ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & NELSON ST - 2015-12-01,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9421/attachments/10594,xlsx
2015-12-03,2015,Turning Movement Count,9422,SEYMOUR ST AND NELSON ST,ENG - TDM - TURNING MOVEMENT COUNT - SEYMOUR ST & NELSON ST - 2015-12-03,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9422/attachments/10595,xlsx
2015-11-26,2015,Turning Movement Count,9423,THURLOW ST AND BEACH AV,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & BEACH AVE - 2015-11-26,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9423/attachments/10596,xlsx
2015-12-02,2015,Turning Movement Count,9424,DRAKE ST AND SEYMOUR ST,ENG - TDM - TURNING MOVEMENT COUNT - SEYMOUR ST & DRAKE ST - 2015-12-02,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9424/attachments/10597,xlsx
2015-10-22,2015,Turning Movement Count,9425,DRAKE ST AND SEYMOUR ST,ENG - TDM - TURNING MOVEMENT COUNT - SEYMOUR ST & DRAKE ST - 2015-10-22,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9425/attachments/10598,xlsx
2015-01-28,2015,Full Traffic Count,9426,FIR ST AND W 4TH AV,ENG - TDM - FULL TRAFFIC COUNT - FIR ST & W 4TH AV - 2015-01-28,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9426/attachments/10599,pdf
2015-01-22,2015,Full Traffic Count,9427,COLUMBIA ST AND W 1ST AV,ENG - TDM - FULL TRAFFIC COUNT - COLUMBIA ST & W 1ST AV - 2015-01-22,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9427/attachments/10600,pdf
2015-02-05,2015,Full Traffic Count,9428,TERMINAL AV AND CAROLINA ST,ENG - TDM - FULL TRAFFIC COUNT - CAROLINA ST & TERMINAL AV - 2015-02-05,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9428/attachments/10601,pdf
2015-02-25,2015,Full Traffic Count,9429,W KING EDWARD AV AND BLENHEIM ST,ENG - TDM - FULL TRAFFIC COUNT - BLENHEIM ST & W KING EDWARD AV - 2015-02-25,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9429/attachments/10602,pdf
2015-02-24,2015,Full Traffic Count,9430,BLENHEIM ST AND W 16TH AV,ENG - TDM - FULL TRAFFIC COUNT - BLENHEIM ST & W 16TH AV - 2015-02-24,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9430/attachments/10603,pdf
2015-01-07,2015,Full Traffic Count,9431,W KING EDWARD AV AND ARBUTUS ST,ENG - TDM - FULL TRAFFIC COUNT - ARBUTUS ST & W KING EDWARD AV - 2015-01-07,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9431/attachments/10604,pdf
2015-01-06,2015,Full Traffic Count,9432,W 4TH AV AND ARBUTUS ST,ENG - TDM - FULL TRAFFIC COUNT - ARBUTUS ST & W 4TH AV - 2015-01-06,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9432/attachments/10605,pdf
2015-01-13,2015,Full Traffic Count,9433,W 33RD AV AND ARBUTUS ST,ENG - TDM - FULL TRAFFIC COUNT - ARBUTUS ST & W 33RD AV - 2015-01-13,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9433/attachments/10606,pdf
2015-10-27,2015,Turning Movement Count,9434,HELMCKEN ST AND HORNBY ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & HELMCKEN ST - 2015-10-27,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9434/attachments/10607,xlsx
2015-10-14,2015,Turning Movement Count,9435,GRANDVIEW HWY SOUTH AND NANAIMO ST,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & GRANDVIEW HWY - 2015-10-14,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9435/attachments/10608,xlsx
2015-11-03,2015,Turning Movement Count,9436,NELSON ST AND MAINLAND ST,ENG - TDM - TURNING MOVEMENT COUNT - MAINLAND ST & NELSON ST - 2015-11-03,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9436/attachments/10609,xlsx
2015-04-29,2015,Turning Movement Count,9437,VENABLES ST AND COMMERCIAL DRIVE,ENG - TDM - TURNING MOVEMENT COUNT - COMMERCIAL DR & VENABLES ST - 2015-04-29,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9437/attachments/10610,pdf
2015-07-23,2015,Turning Movement Count,9438,COMMERCIAL DRIVE AND POWELL ST,ENG - TDM - TURNING MOVEMENT COUNT - COMMERCIAL DR & POWELL ST - 2015-07-23,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9438/attachments/10611,pdf
2015-04-30,2015,Turning Movement Count,9439,COMMERCIAL DRIVE AND E HASTINGS ST,ENG - TDM - TURNING MOVEMENT COUNT - COMMERCIAL DR & E HASTINGS ST - 2015-04-30,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9439/attachments/10612,pdf
2015-04-30,2015,Turning Movement Count,9440,COMMERCIAL DRIVE AND E 1ST AV,ENG - TDM - TURNING MOVEMENT COUNT - COMMERCIAL DR & E 1ST AV - 2015-04-30,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9440/attachments/10613,pdf
2015-02-26,2015,Full Traffic Count,9441,HAMILTON ST AND ROBSON ST,ENG - TDM - FULL TRAFFIC COUNT - ROBSON ST & HAMILTON ST - 2015-02-26,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9441/attachments/10614,pdf
2015-01-21,2015,Full Traffic Count,9442,W 1ST AV AND ONTARIO ST,ENG - TDM - FULL TRAFFIC COUNT - ONTARIO ST & E 1ST AV - 2015-01-21,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9442/attachments/10615,pdf
2015-01-14,2015,Full Traffic Count,9443,E 12TH AV AND KINGSWAY,ENG - TDM - FULL TRAFFIC COUNT - KINGSWAY & E 12TH AV - 2015-01-14,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9443/attachments/10616,pdf
2015-01-29,2015,Full Traffic Count,9444,W BROADWAY AND HEMLOCK ST,ENG - TDM - FULL TRAFFIC COUNT - HEMLOCK ST & W BROADWAY - 2015-01-29,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9444/attachments/10617,pdf
2015-01-29,2015,Full Traffic Count,9445,GRANVILLE BRIDGE AND GRANVILLE ST,ENG - TDM - FULL TRAFFIC COUNT - GRANVILLE ST & DRAKE ST - 2015-01-29,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9445/attachments/10618,pdf
2014-02-25,2014,Full Traffic Count,9446,THURLOW ST AND DAVIE ST,ENG - TDM - FULL TRAFFIC COUNT - THURLOW ST & DAVIE ST - 2014-02-25,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9446/attachments/10619,pdf
2014-02-25,2014,Full Traffic Count,9447,THURLOW ST AND HARO ST,ENG - TDM - FULL TRAFFIC COUNT - THURLOW ST & HARO ST - 2014-02-25,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9447/attachments/10620,pdf
2014-02-25,2014,Full Traffic Count,9448,NELSON ST AND THURLOW ST,ENG - TDM - FULL TRAFFIC COUNT - THURLOW ST & NELSON ST - 2014-02-25,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9448/attachments/10621,pdf
2014-02-26,2014,Full Traffic Count,9449,THURLOW ST AND PACIFIC ST,ENG - TDM - FULL TRAFFIC COUNT - THURLOW ST & PACIFIC ST - 2014-02-26,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9449/attachments/10622,pdf
2014-04-23,2014,Full Traffic Count,9450,Trans Canada Highway & E 1st Av,ENG - TDM - FULL TRAFFIC COUNT - TRANS CANADA HWY & E 1ST AV - 2014-04-23,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9450/attachments/10623,pdf
2014-06-05,2014,Full Traffic Count,9451,W 2ND AV AND TRUTCH ST,ENG - TDM - FULL TRAFFIC COUNT - TRUTCH ST & W 2ND AV - 2014-06-05,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9451/attachments/10624,pdf
2014-02-20,2014,Full Traffic Count,9452,W 4TH AV AND TRUTCH ST,ENG - TDM - FULL TRAFFIC COUNT - TRUTCH ST & W 4TH AV - 2014-02-20,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9452/attachments/10625,pdf
2014-06-10,2014,Full Traffic Count,9453,W 4TH AV AND TRUTCH ST,ENG - TDM - FULL TRAFFIC COUNT - TRUTCH ST & W 4TH AV - 2014-06-10,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9453/attachments/10626,pdf
2014-11-27,2014,Full Traffic Count,9454,W 4TH AV AND TRUTCH ST,ENG - TDM - FULL TRAFFIC COUNT - TRUTCH ST & W 4TH AV - 2014-11-27,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9454/attachments/10627,pdf
2014-04-23,2014,Full Traffic Count,9458,VICTORIA DRIVE AND E 12TH AV,ENG - TDM - FULL TRAFFIC COUNT - VICTORIA DR & E 12TH AV - 2014-04-23,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9458/attachments/10631,pdf
2014-04-23,2014,Full Traffic Count,9459,VICTORIA DRIVE AND E 1ST AV,ENG - TDM - FULL TRAFFIC COUNT - VICTORIA DR & E 1ST AV - 2014-04-23,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9459/attachments/10632,pdf
2014-12-09,2014,Full Traffic Count,9460,VICTORIA DRIVE AND E 33RD AV,ENG - TDM - FULL TRAFFIC COUNT - VICTORIA DR & E 33RD AV - 2014-12-09,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9460/attachments/10633,pdf
2014-01-14,2014,Full Traffic Count,9461,VICTORIA DRIVE AND E BROADWAY,ENG - TDM - FULL TRAFFIC COUNT - VICTORIA DR & E BROADWAY - 2014-01-14,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9461/attachments/10634,pdf
2014-01-14,2014,Full Traffic Count,9462,E HASTINGS ST AND VICTORIA DRIVE,ENG - TDM - FULL TRAFFIC COUNT - VICTORIA DR & E HASTINGS ST - 2014-01-14,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9462/attachments/10635,pdf
2014-03-25,2014,Full Traffic Count,9463,VICTORIA DRIVE AND KINGSWAY,ENG - TDM - FULL TRAFFIC COUNT - VICTORIA DR & KINGSWAY - 2014-03-25,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9463/attachments/10636,pdf
2014-01-09,2014,Full Traffic Count,9465,VICTORIA DIVERSION AND VICTORIA DRIVE,ENG - TDM - FULL TRAFFIC COUNT - VICTORIA DR & VICTORIA DIVERSION - 2014-01-09,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9465/attachments/10638,pdf
2014-03-26,2014,Full Traffic Count,9466,GRANVILLE BRIDGE AND W 4TH AV,ENG - TDM - FULL TRAFFIC COUNT - W 4TH AV DIVERSION & W 4TH AV - 2014-03-26,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9466/attachments/10639,pdf
2014-03-26,2014,Full Traffic Count,9467,W 4TH AV AND W 6TH AV,ENG - TDM - FULL TRAFFIC COUNT - W 4TH AV DIVERSION & W 6TH AV - 2014-03-26,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9467/attachments/10640,pdf
2014-04-24,2014,Full Traffic Count,9468,WATERLOO ST AND POINT GREY ROAD,ENG - TDM - FULL TRAFFIC COUNT - WATERLOO ST & POINT GREY RD - 2014-04-24,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9468/attachments/10641,pdf
2014-02-19,2014,Full Traffic Count,9469,WATERLOO ST AND W 4TH AV,ENG - TDM - FULL TRAFFIC COUNT - WATERLOO ST & W 4TH AV - 2014-02-19,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9469/attachments/10642,pdf
2014-06-19,2014,Full Traffic Count,9470,WATERLOO ST AND W 4TH AV,ENG - TDM - FULL TRAFFIC COUNT - WATERLOO ST & W 4TH AV - 2014-06-19,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9470/attachments/10643,pdf
2014-01-09,2014,Full Traffic Count,9471,W BROADWAY AND YEW ST,ENG - TDM - FULL TRAFFIC COUNT - YEW ST & W BROADWAY - 2014-01-09,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9471/attachments/10644,pdf
2014-09-24,2014,Full Traffic Count,9474,Camosun St & SW Marine Dr,ENG - TDM - FULL TRAFFIC COUNT - CAMOSUN ST & SW MARINE DR - 2014-09-24,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9474/attachments/10647,pdf
2014-01-30,2014,Full Traffic Count,9475,ALBERNI ST AND BUTE ST,ENG - TDM - FULL TRAFFIC COUNT - BUTE ST & ALBERNI ST - 2014-01-30,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9475/attachments/10648,pdf
2014-02-11,2014,Full Traffic Count,9476,ABBOTT ST AND W CORDOVA ST,ENG - TDM - FULL TRAFFIC COUNT - ABBOTT ST & W CORDOVA ST - 2014-02-11,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9476/attachments/10649,pdf
2014-02-11,2014,Full Traffic Count,9477,ABBOTT ST AND W PENDER ST,ENG - TDM - FULL TRAFFIC COUNT - ABBOTT ST & W PENDER ST - 2014-02-11,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9477/attachments/10650,pdf
2014-03-12,2014,Full Traffic Count,9478,ALDER CROSSING AND W 6TH AV,ENG - TDM - FULL TRAFFIC COUNT - ALDER CROSSING & W 6TH AV - 2014-03-12,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9478/attachments/10651,pdf
2014-04-24,2014,Full Traffic Count,9479,POINT GREY ROAD AND ALMA ST,ENG - TDM - FULL TRAFFIC COUNT - ALMA ST & PT GREY RD - 2014-04-24,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9479/attachments/10652,pdf
2014-02-19,2014,Full Traffic Count,9480,ALMA ST AND W 4TH AV,ENG - TDM - FULL TRAFFIC COUNT - ALMA ST & W 4TH AV - 2014-02-19,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9480/attachments/10653,pdf
2014-02-27,2014,Full Traffic Count,9481,ALMA ST AND W 4TH AV,ENG - TDM - FULL TRAFFIC COUNT - ALMA ST & W 4TH AV - 2014-02-27,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9481/attachments/10654,pdf
2014-06-04,2014,Full Traffic Count,9482,ALMA ST AND W 4TH AV,ENG - TDM - FULL TRAFFIC COUNT - ALMA ST & W 4TH AV - 2014-06-04,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9482/attachments/10655,pdf
2014-12-02,2014,Full Traffic Count,9483,ALMA ST AND W BROADWAY,ENG - TDM - FULL TRAFFIC COUNT - ALMA ST & W BROADWAY - 2014-12-02,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9483/attachments/10656,pdf
2014-12-03,2014,Full Traffic Count,9487,ARBUTUS ST AND CORNWALL AV,ENG - TDM - FULL TRAFFIC COUNT - ARBUTUS ST & CORNWALL AV - 2014-12-03,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9487/attachments/10660,pdf
2014-12-03,2014,Full Traffic Count,9488,W BROADWAY AND ARBUTUS ST,ENG - TDM - FULL TRAFFIC COUNT - ARBUTUS ST & W BROADWAY - 2014-12-03,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9488/attachments/10661,pdf
2014-02-11,2014,Full Traffic Count,9490,ASH ST AND W 12TH AV,ENG - TDM - FULL TRAFFIC COUNT - ASH ST & W 12TH AV - 2014-02-11,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9490/attachments/10663,pdf
2014-02-11,2014,Full Traffic Count,9491,ASH ST AND W BROADWAY,ENG - TDM - FULL TRAFFIC COUNT - ASH ST & W BROADWAY - 2014-02-11,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9491/attachments/10664,pdf
2014-04-24,2014,Full Traffic Count,9492,POINT GREY ROAD AND BALACLAVA ST,ENG - TDM - FULL TRAFFIC COUNT - BALACLAVA ST & PT GREY RD - 2014-04-24,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9492/attachments/10665,pdf
2014-04-29,2014,Full Traffic Count,9493,BALACLAVA ST AND W 2ND AV,ENG - TDM - FULL TRAFFIC COUNT - BALACLAVA ST & W 2ND AV - 2014-04-29,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9493/attachments/10666,pdf
2014-05-22,2014,Full Traffic Count,9494,BALACLAVA ST AND W 2ND AV,ENG - TDM - FULL TRAFFIC COUNT - BALACLAVA ST & W 2ND AV - 2014-05-22,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9494/attachments/10667,pdf
2014-06-04,2014,Full Traffic Count,9495,BALACLAVA ST AND W 2ND AV,ENG - TDM - FULL TRAFFIC COUNT - BALACLAVA ST & W 2ND AV - 2014-06-04,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9495/attachments/10668,pdf
2014-02-20,2014,Full Traffic Count,9496,BALACLAVA ST AND W 4TH AV,ENG - TDM - FULL TRAFFIC COUNT - BALACLAVA ST & W 4TH AV - 2014-02-20,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9496/attachments/10669,pdf
2014-06-10,2014,Full Traffic Count,9497,BALACLAVA ST AND W 4TH AV,ENG - TDM - FULL TRAFFIC COUNT - BALACLAVA ST & W 4TH AV - 2014-06-10,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9497/attachments/10670,pdf
2014-05-06,2014,Full Traffic Count,9498,BALSAM ST AND CORNWALL AV,ENG - TDM - FULL TRAFFIC COUNT - BALSAM ST & CORNWALL AV - 2014-05-06,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9498/attachments/10671,pdf
2014-04-24,2014,Full Traffic Count,9499,POINT GREY ROAD AND BAYSWATER ST,ENG - TDM - FULL TRAFFIC COUNT - BAYSWATER ST & PT GREY RD - 2014-04-24,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9499/attachments/10672,pdf
2014-02-20,2014,Full Traffic Count,9500,W 4TH AV AND BAYSWATER ST,ENG - TDM - FULL TRAFFIC COUNT - BAYSWATER ST & W 4TH AV - 2014-02-20,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9500/attachments/10673,pdf
2014-06-05,2014,Full Traffic Count,9501,W 4TH AV AND BAYSWATER ST,ENG - TDM - FULL TRAFFIC COUNT - BAYSWATER ST & W 4TH AV - 2014-06-05,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9501/attachments/10674,pdf
2014-11-27,2014,Full Traffic Count,9502,W 4TH AV AND BAYSWATER ST,ENG - TDM - FULL TRAFFIC COUNT - BAYSWATER ST & W 4TH AV - 2014-11-27,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9502/attachments/10675,pdf
2014-02-12,2014,Full Traffic Count,9503,BEATTY ST AND DUNSMUIR ST,ENG - TDM - FULL TRAFFIC COUNT - BEATTY ST & DUNSMUIR ST - 2014-02-12,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9503/attachments/10676,pdf
2014-09-30,2014,Full Traffic Count,9504,Beatty St & Nelson St,ENG - TDM - FULL TRAFFIC COUNT - BEATTY ST & NELSON ST - 2014-09-30,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9504/attachments/10677,pdf
2014-12-04,2014,Full Traffic Count,9505,BEATTY ST AND ROBSON ST,ENG - TDM - FULL TRAFFIC COUNT - BEATTY ST & ROBSON ST - 2014-12-04,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9505/attachments/10678,pdf
2014-12-04,2014,Full Traffic Count,9506,BEATTY ST AND W GEORGIA ST,ENG - TDM - FULL TRAFFIC COUNT - BEATTY ST & W GEORGIA ST - 2014-12-04,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9506/attachments/10679,pdf
2014-04-24,2014,Full Traffic Count,9507,BLENHEIM ST AND POINT GREY ROAD,ENG - TDM - FULL TRAFFIC COUNT - BLENHEIM ST & POINT GREY RD - 2014-04-24,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9507/attachments/10680,pdf
2014-02-20,2014,Full Traffic Count,9510,W 4TH AV AND BLENHEIM ST,ENG - TDM - FULL TRAFFIC COUNT - BLENHEIM ST & W 4TH AV - 2014-02-20,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9510/attachments/10683,pdf
2014-06-19,2014,Full Traffic Count,9511,W 4TH AV AND BLENHEIM ST,ENG - TDM - FULL TRAFFIC COUNT - BLENHEIM ST & W 4TH AV - 2014-06-19,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9511/attachments/10684,pdf
2014-11-27,2014,Full Traffic Count,9512,W 4TH AV AND BLENHEIM ST,ENG - TDM - FULL TRAFFIC COUNT - BLENHEIM ST & W 4TH AV - 2014-11-27,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9512/attachments/10685,pdf
2014-01-07,2014,Full Traffic Count,9513,EAST BOULEVARD AND W 41ST AV,ENG - TDM - FULL TRAFFIC COUNT - BOULEVARD E & W 41ST AV - 2014-01-07,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9513/attachments/10686,pdf
2014-01-08,2014,Full Traffic Count,9515,W 37TH AV AND ARBUTUS ST,ENG - TDM - FULL TRAFFIC COUNT - BOULEVARD W & W 37TH AV - 2014-01-08,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9515/attachments/10688,pdf
2014-01-07,2014,Full Traffic Count,9516,W 41ST AV AND WEST BOULEVARD,ENG - TDM - FULL TRAFFIC COUNT - BOULEVARD W & W 41ST AV - 2014-01-07,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9516/attachments/10689,pdf
2014-02-06,2014,Full Traffic Count,9518,BOUNDARY ROAD AND ADANAC ST,ENG - TDM - FULL TRAFFIC COUNT - BOUNDARY RD & ADANAC ST- 2014-02-06,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9518/attachments/10691,pdf
2014-02-06,2014,Full Traffic Count,9519,E 22ND AV AND BOUNDARY ROAD,ENG - TDM - FULL TRAFFIC COUNT - BOUNDARY RD & E 22ND AV - 2014-02-06,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9519/attachments/10692,pdf
2014-02-06,2014,Full Traffic Count,9520,MOSCROP ST AND BOUNDARY ROAD,ENG - TDM - FULL TRAFFIC COUNT - BOUNDARY RD & MOSCROP ST - 2014-02-06,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9520/attachments/10693,pdf
2014-03-25,2014,Full Traffic Count,9521,ALBERNI ST AND BURRARD ST,ENG - TDM - FULL TRAFFIC COUNT - BURRARD ST & ALBERNI ST - 2014-03-25,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9521/attachments/10694,pdf
2014-01-28,2014,Full Traffic Count,9522,BURRARD ST AND WALKWAY,ENG - TDM - FULL TRAFFIC COUNT - BURRARD ST & CANADA PL - 2014-01-28,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9522/attachments/10695,pdf
2014-06-24,2014,Full Traffic Count,9523,CORNWALL AV AND BURRARD BRIDGE,ENG - TDM - FULL TRAFFIC COUNT - BURRARD ST & CORNWALL AV - 2014-06-24,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9523/attachments/10696,pdf
2014-01-23,2014,Full Traffic Count,9524,DAVIE ST AND BURRARD ST,ENG - TDM - FULL TRAFFIC COUNT - BURRARD ST & DAVIE ST - 2014-01-23,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/16/9524/attachments/10697,pdf
